Names,Account Number,Education,Experience,Location,Job_Title,Age,Gender,Salary,Contact,Email
Elizabeth Hansen,sn29441675142324,High School,15,Rural,Manager,24,Male,70641,+923026963355,ywalker@gmail.com
Dennis Blanchard,sn96702942024765,High School,13,Suburban,Engineer,20,Female,55574,+923023340447,qmartinez@gmail.com
Jennifer Vasquez,sn51125041753551,Bachelor,9,Rural,Manager,56,Female,88723,+923026617683,anthonyhubbard@gmail.com
Wesley George MD,sn83722777559794,Bachelor,6,Rural,Engineer,40,Female,77751,+923024084787,qcunningham@gmail.com
Karen Benson,sn69975395081856,PhD,25,Suburban,Director,24,Female,138815,+923023006339,brooksjessica@gmail.com
David Perkins,sn29893370547756,High School,3,Suburban,Engineer,25,Female,54908,+923022842883,luisjohns@gmail.com
Christopher Nelson,sn77928000702017,Master,18,Suburban,Analyst,34,Female,104316,+923029824748,wfields@gmail.com
Eddie Fowler,sn58987409908655,Bachelor,16,Rural,Engineer,42,Male,82312,+923022480681,palmerkatie@gmail.com
Brandon Goodwin,sn14417736882154,Master,4,Rural,Director,35,Female,107698,+923027736937,monique44@gmail.com
Melissa Davis,sn22973373942517,PhD,22,Suburban,Analyst,39,Male,118568,+923029769248,madeline02@gmail.com
Jacqueline Washington,sn43239031369531,Bachelor,17,Rural,Director,32,Male,114580,+923028192343,samantha21@gmail.com
Jonathan Decker,sn94068839946163,Master,19,Suburban,Director,59,Female,128162,+923021479392,butlersabrina@gmail.com
Carlos Smith,sn28931727350256,High School,6,Rural,Manager,52,Male,55763,+923029283656,larry52@gmail.com
Stacy Harper,sn41417101210941,Master,25,Rural,Director,50,Female,127401,+923024795213,gerald40@gmail.com
Barbara Anderson,sn75846778497210,High School,23,Urban,Director,40,Male,98277,+923029764848,haileyparker@gmail.com
William Coleman,sn62326845397465,Master,19,Urban,Director,40,Female,140086,+923022926755,joneskim@gmail.com
Amanda Rodriguez,sn65942252039838,High School,8,Suburban,Analyst,25,Female,64683,+923023467308,harrisonrebekah@gmail.com
Eric Smith,sn61066286186702,High School,24,Urban,Engineer,30,Female,74468,+923021115102,pattonsamantha@gmail.com
Steven Lopez,sn13125698856270,Master,18,Rural,Analyst,44,Male,98207,+923028716799,anthony24@gmail.com
Hannah Martin,sn81922001232430,Bachelor,27,Suburban,Director,31,Female,108545,+923024811056,williamjones@gmail.com
Pamela Rice,sn48825711166612,High School,25,Urban,Director,41,Female,71077,+923024327724,tamarajackson@gmail.com
